OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,geoname,Median_Housing_Value,houses,lessthan10k,a10kto14999,a15kto19999,a20kto24999,a25kto29999,a30kto34999,a35kto39999,a40kto49999,a50kto59999,a60kto69999,a70kto79999,a80kto89999,a90kto99999,a100kto124999,a125kto149999,a150kto174999,a175kto199999,a200kto249999,a250kto299999,a300kto399999,a400kto499999,a500kto749999,a750kto999999,a1Mto1499999,a1500000to1999999,a2MorMore,Units_with_cash_rent,MedianGrossRent,GlobalID,Shape__Area,Shape__Length,Affordable,Middle,HighEnd,Affordability_Index
3226,37,119,6008,1,371190060081,Block Group 1,"Block Group 1, Census Tract 60.08, Mecklenburg County, North Carolina",184300.0,561.0,0,0,1,0,15,0,0,0,0,15,0,0,15,24,137,50,63,104,59,49,10,0,0,0,0,19,161,626.0,946f1b4b-d729-4eaf-86a9-db5106fb5114,26275044.5452271,34405.0334569464,207,325,29,0.3689839572192513
3227,37,119,6212,2,371190062122,Block Group 2,"Block Group 2, Census Tract 62.12, Mecklenburg County, North Carolina",187500.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,11,51,0,0,0,0,0,0,0,0,442,1170.0,2f02bff8-c741-4342-a4ad-92670febc77f,9225435.42541504,14561.0235430151,11,102,0,0.09734513274336283
3228,37,119,5823,4,371190058234,Block Group 4,"Block Group 4, Census Tract 58.23, Mecklenburg County, North Carolina",296700.0,1227.0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,26,168,432,346,173,66,0,0,0,0,62,1516.0,22102117-35c9-4941-9128-24858df76170,37617459.1430054,28545.4885944565,16,972,239,0.013039934800325998
3229,37,119,4100,2,371190041002,Block Group 2,"Block Group 2, Census Tract 41, Mecklenburg County, North Carolina",298400.0,452.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,32,22,6,65,95,121,85,17,0,0,0,0,511,1414.0,fe2e009b-4a73-46f2-8ade-63a5c3a764d7,12276062.7789307,15281.0549219814,41,309,102,0.09070796460176991
3230,37,119,5617,2,371190056172,Block Group 2,"Block Group 2, Census Tract 56.17, Mecklenburg County, North Carolina",225000.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5,6,0,0,0,0,0,0,0,0,,6d13dd9f-a4ab-4deb-b2d7-b22b944d5d60,23861337.7319946,23443.0710661399,5,12,0,0.29411764705882354
3231,37,119,5816,2,371190058162,Block Group 2,"Block Group 2, Census Tract 58.16, Mecklenburg County, North Carolina",342600.0,216.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,58,94,33,0,0,0,0,21,271,1217.0,04619958-e676-4b12-bbe8-f7107268da4b,12532898.8013916,18235.2165444334,10,152,54,0.046296296296296294
3232,37,119,5842,3,371190058423,Block Group 3,"Block Group 3, Census Tract 58.42, Mecklenburg County, North Carolina",324100.0,938.0,9,0,0,0,0,19,0,0,0,0,0,0,0,1,0,11,37,226,77,369,189,0,0,0,0,0,285,1801.0,20c8af13-b765-4a31-b5fc-0329df97b9fb,20788102.9438477,20208.0280937321,29,720,189,0.03091684434968017
3233,37,119,3204,1,371190032041,Block Group 1,"Block Group 1, Census Tract 32.04, Mecklenburg County, North Carolina",341000.0,392.0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,29,6,63,17,20,78,106,44,0,0,0,0,161,1177.0,c2f6c4a8-c76f-4f7c-8ab4-1d78ac854a80,6504689.12322998,12432.5194087463,58,184,150,0.14795918367346939
3234,37,119,4304,2,371190043042,Block Group 2,"Block Group 2, Census Tract 43.04, Mecklenburg County, North Carolina",95000.0,253.0,0,0,0,0,0,0,0,0,34,27,22,29,29,10,102,0,0,0,0,0,0,0,0,0,0,0,116,1112.0,45eb6034-2075-4330-96b4-72cbb8709788,16617620.4569702,18636.6528896776,253,0,0,1.0
3235,37,119,6106,2,371190061062,Block Group 2,"Block Group 2, Census Tract 61.06, Mecklenburg County, North Carolina",163400.0,357.0,0,0,6,0,0,0,0,0,0,32,0,0,9,68,27,68,52,31,58,6,0,0,0,0,0,0,793,1252.0,54d99be0-f03a-4a8b-b1fc-50dafb735527,50694849.3511963,29135.6624496986,142,215,0,0.39775910364145656
3236,37,119,6215,1,371190062151,Block Group 1,"Block Group 1, Census Tract 62.15, Mecklenburg County, North Carolina",191000.0,480.0,0,11,17,0,0,0,0,8,18,11,11,8,14,21,55,18,75,60,40,76,23,14,0,0,0,0,546,1167.0,e49b3c50-b1d3-4396-931e-35253c949bea,138189698.289246,51262.3733605425,174,269,37,0.3625
3237,37,119,6007,3,371190060073,Block Group 3,"Block Group 3, Census Tract 60.07, Mecklenburg County, North Carolina",301100.0,836.0,0,0,0,0,0,0,0,0,0,0,0,108,0,48,48,90,0,0,121,281,38,81,21,0,0,0,206,1178.0,1a1b463f-cffc-4aca-9b28-79a22fcd3105,35925536.8218994,29452.1526534853,204,492,140,0.24401913875598086
3238,37,119,400,1,371190004001,Block Group 1,"Block Group 1, Census Tract 4, Mecklenburg County, North Carolina",446900.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,16,32,0,0,0,0,1092,1464.0,adf95d49-e9e1-47e7-93b3-f8ccd6094075,11053141.4921265,15701.8709308742,0,33,48,0.0
3239,37,119,5842,1,371190058421,Block Group 1,"Block Group 1, Census Tract 58.42, Mecklenburg County, North Carolina",265400.0,462.0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,49,105,195,96,0,0,0,0,0,0,333,1719.0,87e79d9c-554b-4d37-9bb8-9bb61ab6e652,8629037.61303711,12766.9259800013,17,445,0,0.0367965367965368
3240,37,119,1000,3,371190010003,Block Group 3,"Block Group 3, Census Tract 10, Mecklenburg County, North Carolina",396500.0,349.0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,39,0,18,0,99,87,84,0,0,0,0,315,1466.0,c1d1b5eb-dcb7-41bc-be13-83294b8386e0,6916620.12182617,12931.6813080644,22,156,171,0.06303724928366762
3241,37,119,5835,1,371190058351,Block Group 1,"Block Group 1, Census Tract 58.35, Mecklenburg County, North Carolina",271200.0,899.0,6,0,0,6,0,0,0,0,0,17,5,5,8,0,0,23,62,193,294,247,11,15,0,0,0,7,94,695.0,83b69fdf-781f-4dc9-a3be-05fcb64ceb43,57745645.5519409,31856.5628074095,47,819,33,0.05228031145717464
3242,37,119,5842,2,371190058422,Block Group 2,"Block Group 2, Census Tract 58.42, Mecklenburg County, North Carolina",277600.0,501.0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,0,116,195,163,0,0,0,0,0,0,96,1888.0,d360d9dc-4dd5-418c-922f-6bde17b5ebe5,8834865.67608643,11849.6032521504,15,486,0,0.029940119760479042
3243,37,119,5709,2,371190057092,Block Group 2,"Block Group 2, Census Tract 57.09, Mecklenburg County, North Carolina",254400.0,534.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,47,85,105,226,33,18,0,0,10,0,0,257,1163.0,8548fc58-82cc-4565-a02e-dbba48745069,21959447.2184448,22937.7714299319,10,496,28,0.018726591760299626
3244,37,119,1000,1,371190010001,Block Group 1,"Block Group 1, Census Tract 10, Mecklenburg County, North Carolina",576900.0,359.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,5,0,59,49,174,59,0,0,0,99,1088.0,cc79df89-98b3-4e4c-a49c-ed2234107f47,5982933.80462646,10024.642911127,7,70,282,0.019498607242339833
3245,37,119,5907,2,371190059072,Block Group 2,"Block Group 2, Census Tract 59.07, Mecklenburg County, North Carolina",209700.0,674.0,0,0,0,0,0,0,0,0,0,0,0,8,0,41,0,57,208,118,86,71,6,37,12,30,0,0,33,1489.0,d14be574-c8e1-4466-b363-7bf10af1d298,25557152.1187134,24102.7010141624,49,540,85,0.07270029673590504
3246,37,119,5909,1,371190059091,Block Group 1,"Block Group 1, Census Tract 59.09, Mecklenburg County, North Carolina",230900.0,1325.0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,108,190,203,195,267,111,129,70,0,11,0,0,231,1670.0,aad92c86-65d9-4ced-bf5f-58e501d8591b,89572011.156311,37566.2772185966,149,966,210,0.11245283018867924
3247,37,119,2003,3,371190020033,Block Group 3,"Block Group 3, Census Tract 20.03, Mecklenburg County, North Carolina",308500.0,455.0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,158,30,205,20,9,0,0,0,11,71,,6ce5e4c5-f63f-42cc-b273-8eee67b6cad4,10889117.6851807,16711.3327067296,22,393,40,0.04835164835164835
3248,37,119,3103,2,371190031032,Block Group 2,"Block Group 2, Census Tract 31.03, Mecklenburg County, North Carolina",315500.0,734.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,0,77,112,81,335,84,0,0,0,0,0,311,1663.0,c3994c6c-fd5e-4b04-bf26-35beb652524e,22297944.5321045,23464.8272579721,45,605,84,0.06130790190735695
3249,37,119,5610,1,371190056101,Block Group 1,"Block Group 1, Census Tract 56.10, Mecklenburg County, North Carolina",154500.0,197.0,0,0,0,0,0,0,0,0,0,14,0,0,7,8,65,25,35,43,0,0,0,0,0,0,0,0,168,,b9d66849-1894-4150-b0ec-0aef9274b2d1,13117196.59375,18582.1634212118,94,103,0,0.47715736040609136
3250,37,119,5711,3,371190057113,Block Group 3,"Block Group 3, Census Tract 57.11, Mecklenburg County, North Carolina",267100.0,1035.0,0,0,0,0,17,0,0,0,0,0,0,0,16,0,0,96,45,215,376,220,50,0,0,0,0,0,129,2102.0,ea75198c-b83b-4bc0-8ec5-cf34c4b94385,49110888.4057007,32645.9044976731,33,952,50,0.03188405797101449
3251,37,119,5513,2,371190055132,Block Group 2,"Block Group 2, Census Tract 55.13, Mecklenburg County, North Carolina",188300.0,459.0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,27,124,114,113,29,17,10,0,7,0,0,0,75,1256.0,98dba454-dca9-4712-a0bd-35e094131fc6,12143385.0869751,18546.5195226688,45,397,17,0.09803921568627451
3252,37,119,5823,1,371190058231,Block Group 1,"Block Group 1, Census Tract 58.23, Mecklenburg County, North Carolina",560600.0,341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,57,45,225,0,0,0,0,192,1497.0,a279fc7d-8a40-461f-95b0-a927e23f087f,41556618.2763062,28498.3316037035,0,71,270,0.0
3253,37,119,6006,2,371190060062,Block Group 2,"Block Group 2, Census Tract 60.06, Mecklenburg County, North Carolina",119700.0,501.0,0,13,0,0,3,0,0,0,0,14,13,28,55,158,42,77,35,14,31,18,0,0,0,0,0,0,298,641.0,69ee5bf7-6d0d-47c3-ae83-00de2d78e006,41211947.0464478,39317.0411495634,326,175,0,0.6506986027944112
3254,37,119,100,5,371190001005,Block Group 5,"Block Group 5, Census Tract 1, Mecklenburg County, North Carolina",811300.0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,0,0,0,308,1637.0,ac78075b-9c38-42ab-b30d-ded86776efef,7036154.12017822,11643.9250922502,0,0,77,0.0
3255,37,119,3806,4,371190038064,Block Group 4,"Block Group 4, Census Tract 38.06, Mecklenburg County, North Carolina",130800.0,314.0,0,0,0,0,0,0,0,0,8,0,91,0,11,14,142,23,0,0,16,0,0,9,0,0,0,0,401,1231.0,36292210-b21a-4567-aeea-a6e7db701f8e,20140280.1500244,18842.7924292942,266,39,9,0.8471337579617835
3256,37,119,1504,1,371190015041,Block Group 1,"Block Group 1, Census Tract 15.04, Mecklenburg County, North Carolina",107100.0,528.0,0,0,0,0,0,0,0,0,0,28,66,60,62,168,45,56,43,0,0,0,0,0,0,0,0,0,529,1068.0,66fdbd84-3905-4040-8deb-967488cd4cec,15262261.1133423,17994.0372297434,429,99,0,0.8125
3257,37,119,1911,3,371190019113,Block Group 3,"Block Group 3, Census Tract 19.11, Mecklenburg County, North Carolina",134700.0,527.0,22,0,0,0,0,0,0,0,0,0,8,40,31,79,216,62,36,11,7,0,0,0,15,0,0,0,228,1006.0,26e42851-6084-4477-934f-59e487b5bffd,12330069.388855,17199.3415862575,396,116,15,0.7514231499051234
3258,37,119,5912,1,371190059121,Block Group 1,"Block Group 1, Census Tract 59.12, Mecklenburg County, North Carolina",230000.0,378.0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,51,24,21,80,102,33,22,0,0,0,0,0,184,1350.0,86af7220-dc62-49ff-ba5e-02489784c248,140113471.943665,53145.0555852717,96,260,22,0.25396825396825395
3259,37,119,3805,1,371190038051,Block Group 1,"Block Group 1, Census Tract 38.05, Mecklenburg County, North Carolina",168800.0,188.0,0,0,0,0,0,0,0,0,0,0,0,23,0,5,45,28,11,47,11,11,0,7,0,0,0,0,1053,1228.0,6e8826f0-e9be-4008-8677-d349924680e8,89004267.9220581,39596.906598722,73,108,7,0.3882978723404255
3260,37,119,4305,2,371190043052,Block Group 2,"Block Group 2, Census Tract 43.05, Mecklenburg County, North Carolina",100500.0,47.0,0,0,0,0,0,0,0,15,0,0,0,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1192,920.0,e87e9d7f-f16e-4ddf-88ca-0e6114cd0502,16740273.6600342,17393.7735109442,47,0,0,1.0
3261,37,119,5913,2,371190059132,Block Group 2,"Block Group 2, Census Tract 59.13, Mecklenburg County, North Carolina",142300.0,1023.0,17,0,0,0,0,0,0,0,0,51,0,21,0,161,378,148,140,87,0,0,0,20,0,0,0,0,96,1700.0,d333f3e3-fa68-497b-b5e8-5179abc47f52,31425393.3782959,24557.094988513,628,375,20,0.613880742913001
3262,37,119,3013,2,371190030132,Block Group 2,"Block Group 2, Census Tract 30.13, Mecklenburg County, North Carolina",320400.0,952.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,66,111,228,270,97,83,63,18,0,0,0,,25c21107-1f95-4e74-93d4-b7a7b2d854cf,30019780.4841309,30047.5053738981,16,675,261,0.01680672268907563
3263,37,119,1922,1,371190019221,Block Group 1,"Block Group 1, Census Tract 19.22, Mecklenburg County, North Carolina",115900.0,314.0,0,0,0,0,0,0,0,0,0,0,32,16,31,123,30,9,27,29,17,0,0,0,0,0,0,0,270,1299.0,cdaeb89e-8c4c-49ce-8c8d-48e81c38bfde,16028413.7879639,23548.4195102411,232,82,0,0.7388535031847133
3264,37,119,3008,2,371190030082,Block Group 2,"Block Group 2, Census Tract 30.08, Mecklenburg County, North Carolina",293500.0,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50,34,15,0,0,0,0,0,794,984.0,3189e59a-8f34-4c77-9597-c0262494fae9,8701374.68695068,12503.350841034,0,96,15,0.0
3265,37,119,6107,1,371190061071,Block Group 1,"Block Group 1, Census Tract 61.07, Mecklenburg County, North Carolina",158100.0,874.0,30,0,0,0,0,0,0,0,0,0,0,0,0,183,149,231,155,116,10,0,0,0,0,0,0,0,466,1444.0,8a3b6f92-2f2e-4b8d-8ed6-4fb8acf6e2f8,36750373.9552612,30516.523754475,362,512,0,0.41418764302059496
3266,37,119,5509,1,371190055091,Block Group 1,"Block Group 1, Census Tract 55.09, Mecklenburg County, North Carolina",218100.0,727.0,0,0,6,0,19,0,0,0,0,0,0,22,0,51,52,29,76,299,86,72,0,15,0,0,0,0,50,1857.0,7a57bffe-b57e-41fa-b929-981ebc0dddae,40450607.2214966,26589.8575966141,150,562,15,0.2063273727647868
3267,37,119,5403,2,371190054032,Block Group 2,"Block Group 2, Census Tract 54.03, Mecklenburg County, North Carolina",132000.0,394.0,0,0,0,0,0,0,0,0,0,0,26,17,9,116,104,92,30,0,0,0,0,0,0,0,0,0,206,982.0,4eceea27-a159-4afe-85a2-c60f2a80ed61,24549194.3629761,23960.7300769509,272,122,0,0.6903553299492385
3268,37,119,5301,2,371190053012,Block Group 2,"Block Group 2, Census Tract 53.01, Mecklenburg County, North Carolina",68700.0,191.0,10,0,0,0,0,0,0,8,16,71,24,0,0,30,23,9,0,0,0,0,0,0,0,0,0,0,125,851.0,909fb9fb-b1bc-4d18-b644-f773d65ee223,22161287.0396118,20169.8583017354,182,9,0,0.9528795811518325
3269,37,119,3600,2,371190036002,Block Group 2,"Block Group 2, Census Tract 36, Mecklenburg County, North Carolina",290800.0,165.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,47,19,33,35,11,0,0,0,0,376,1393.0,a828f6c2-40b4-45bd-a46b-6a5d19c5ccbd,12308604.8551025,21121.6396618582,10,109,46,0.06060606060606061
3270,37,119,5709,1,371190057091,Block Group 1,"Block Group 1, Census Tract 57.09, Mecklenburg County, North Carolina",232900.0,692.0,9,0,0,0,9,0,0,0,0,0,0,28,0,53,20,91,22,173,153,114,9,0,0,0,0,11,169,1410.0,61400ffa-263a-45cc-b9ad-26f37bf58c2b,27633430.0601196,23562.2632829376,119,553,20,0.17196531791907516
3271,37,119,1702,1,371190017021,Block Group 1,"Block Group 1, Census Tract 17.02, Mecklenburg County, North Carolina",199500.0,253.0,0,0,0,0,0,0,0,0,0,10,10,0,19,23,20,22,23,46,50,30,0,0,0,0,0,0,276,906.0,fc21ee71-ab23-4343-8606-4e50529a8138,18971042.6682739,19063.6997746171,82,171,0,0.3241106719367589
3272,37,119,5517,2,371190055172,Block Group 2,"Block Group 2, Census Tract 55.17, Mecklenburg County, North Carolina",242000.0,366.0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,39,53,100,77,51,32,0,0,0,0,7,47,1794.0,0859e41f-a93c-42a4-99ef-7429bbb1a831,11207928.5553589,19574.573354224,7,320,39,0.01912568306010929
3273,37,119,1603,2,371190016032,Block Group 2,"Block Group 2, Census Tract 16.03, Mecklenburg County, North Carolina",113700.0,381.0,0,0,6,0,0,0,0,0,0,0,0,0,111,134,0,18,30,42,0,26,0,7,0,7,0,0,224,1182.0,a4a5ed8b-02d3-4c73-bb79-137bb7de872e,13419716.7613525,19651.1210011214,251,116,14,0.6587926509186351
3274,37,119,5840,1,371190058401,Block Group 1,"Block Group 1, Census Tract 58.40, Mecklenburg County, North Carolina",365100.0,554.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,84,235,190,5,0,0,0,0,311,1517.0,6046d7a2-5d97-4099-95cd-e40f3315a610,28223415.6676025,24736.3242785751,8,351,195,0.01444043321299639
3275,37,119,3400,4,371190034004,Block Group 4,"Block Group 4, Census Tract 34, Mecklenburg County, North Carolina",470200.0,344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46,0,26,38,47,24,70,26,38,0,344,1760.0,623da179-ec60-43b9-897d-d84a28a7d7c0,7636640.93994141,15535.1256871423,0,139,205,0.0
3276,37,119,1923,1,371190019231,Block Group 1,"Block Group 1, Census Tract 19.23, Mecklenburg County, North Carolina",127600.0,498.0,10,0,0,0,0,0,0,7,0,37,11,25,36,120,29,116,22,14,29,42,0,0,0,0,0,0,553,1035.0,f858f27e-e4db-4148-b6eb-479883ae78f5,15381640.4330444,20967.114434382,275,223,0,0.5522088353413654
3277,37,119,5843,2,371190058432,Block Group 2,"Block Group 2, Census Tract 58.43, Mecklenburg County, North Carolina",320900.0,512.0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,19,26,84,81,139,37,109,0,0,0,0,281,1815.0,c11dd14f-56ea-4573-a3b2-60a5cdec94f6,11020846.368103,15220.6800847374,17,349,146,0.033203125
3278,37,119,5917,1,371190059171,Block Group 1,"Block Group 1, Census Tract 59.17, Mecklenburg County, North Carolina",190300.0,930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,109,227,173,323,75,0,0,0,0,0,0,0,481,1157.0,c649ae44-8def-4737-adcd-137f797f6a16,23829564.8433838,21270.3465179294,132,798,0,0.14193548387096774
3279,37,119,5515,1,371190055151,Block Group 1,"Block Group 1, Census Tract 55.15, Mecklenburg County, North Carolina",206500.0,836.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,85,169,121,240,76,91,34,0,8,0,0,0,165,1409.0,7d0073b0-d39c-4427-848e-947652b10583,24126082.0092163,22846.1826222541,97,697,42,0.11602870813397129
3280,37,119,2100,1,371190021001,Block Group 1,"Block Group 1, Census Tract 21, Mecklenburg County, North Carolina",161500.0,138.0,0,6,0,0,0,0,0,0,0,0,18,0,18,21,0,13,24,6,4,19,9,0,0,0,0,0,282,924.0,55c70b91-45d4-44b8-ad0b-f4807180fd17,4328307.67272949,8252.39481718292,63,66,9,0.45652173913043476
3281,37,119,3016,3,371190030163,Block Group 3,"Block Group 3, Census Tract 30.16, Mecklenburg County, North Carolina",378800.0,245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,139,70,23,0,0,0,0,334,1357.0,3bcc8a8c-3b82-42b9-96ac-bf9b8373746b,5943981.93060303,11886.3866605327,0,152,93,0.0
3282,37,119,6208,1,371190062081,Block Group 1,"Block Group 1, Census Tract 62.08, Mecklenburg County, North Carolina",277900.0,648.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,15,192,147,234,25,0,0,0,0,0,813,1219.0,6479e625-1ab4-496c-aa40-e65944f32064,36294776.9770508,25051.862398958,27,596,25,0.041666666666666664
3283,37,119,1300,1,371190013001,Block Group 1,"Block Group 1, Census Tract 13, Mecklenburg County, North Carolina",210800.0,485.0,0,0,0,0,0,0,9,9,0,10,18,8,11,52,47,12,40,123,105,29,0,12,0,0,0,0,472,925.0,bf891ba8-6c8c-425b-8b09-ace1c71add83,19088086.479248,20238.2147849833,164,309,12,0.33814432989690724
3284,37,119,2904,1,371190029041,Block Group 1,"Block Group 1, Census Tract 29.04, Mecklenburg County, North Carolina",483800.0,531.0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,9,0,0,0,22,151,77,88,38,79,17,31,16,,39fed94c-1678-4448-ad47-866c3aecc1b2,18504763.0914917,18781.8228087736,28,173,330,0.05273069679849341
3285,37,119,5831,3,371190058313,Block Group 3,"Block Group 3, Census Tract 58.31, Mecklenburg County, North Carolina",141100.0,163.0,0,0,0,0,0,0,0,11,0,0,0,0,17,22,49,25,0,13,12,0,0,14,0,0,0,0,13,,4367c6bb-d17a-4358-856c-1ed28e55a79e,3781505.02105713,8164.06068510454,99,50,14,0.6073619631901841
3286,37,119,5306,1,371190053061,Block Group 1,"Block Group 1, Census Tract 53.06, Mecklenburg County, North Carolina",72400.0,119.0,0,6,0,0,0,0,0,0,17,28,35,8,5,9,5,0,0,6,0,0,0,0,0,0,0,0,124,888.0,94a9d228-c9aa-430c-bed4-71577fc3edc3,7114165.3046875,16261.887420048,113,6,0,0.9495798319327731
3287,37,119,5305,1,371190053051,Block Group 1,"Block Group 1, Census Tract 53.05, Mecklenburg County, North Carolina",110700.0,94.0,0,0,0,0,0,0,0,0,0,0,14,3,18,28,19,12,0,0,0,0,0,0,0,0,0,0,76,988.0,b5e5756b-4189-4f28-829a-dd195a88b6ac,6642776.2734375,13771.9464708137,82,12,0,0.8723404255319149
3288,37,119,1400,1,371190014001,Block Group 1,"Block Group 1, Census Tract 14, Mecklenburg County, North Carolina",243300.0,405.0,0,0,0,0,0,0,0,0,0,15,5,0,15,22,24,34,39,56,97,52,20,26,0,0,0,0,308,1188.0,3326e249-cbf3-4d15-81c9-55c71a19ffa6,11416328.3748169,16279.5862662012,81,278,46,0.2
3289,37,119,6302,2,371190063022,Block Group 2,"Block Group 2, Census Tract 63.02, Mecklenburg County, North Carolina",237200.0,332.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,113,83,32,22,0,0,0,0,0,57,1669.0,f581049f-ac25-45dc-b67e-2582b138d27e,51715212.7439575,37378.0566262401,0,310,22,0.0
3290,37,119,3807,2,371190038072,Block Group 2,"Block Group 2, Census Tract 38.07, Mecklenburg County, North Carolina",106300.0,292.0,0,0,0,0,0,0,0,0,0,0,30,38,53,100,35,8,0,15,0,0,0,0,0,13,0,0,740,953.0,62ce4f0c-d2bd-4f00-81b8-3fdbcf113bc0,19094408.4769897,22088.6744085197,256,23,13,0.8767123287671232
3291,37,119,3600,4,371190036004,Block Group 4,"Block Group 4, Census Tract 36, Mecklenburg County, North Carolina",102300.0,80.0,0,0,0,0,0,0,0,0,0,0,18,10,8,44,0,0,0,0,0,0,0,0,0,0,0,0,176,948.0,3b906a50-3ed9-4f42-86aa-1ddb8d606e30,7381553.54742432,12429.1682352637,80,0,0,1.0
3292,37,119,5621,1,371190056211,Block Group 1,"Block Group 1, Census Tract 56.21, Mecklenburg County, North Carolina",201400.0,870.0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,106,151,150,332,87,14,0,11,0,0,0,0,19,,463122ae-205e-400f-b8b2-0bbe425eb5a9,49495378.9488525,31190.061155584,125,734,11,0.14367816091954022
3293,37,119,1510,1,371190015101,Block Group 1,"Block Group 1, Census Tract 15.10, Mecklenburg County, North Carolina",117300.0,442.0,1,0,0,0,0,0,0,0,0,0,0,46,68,153,34,89,51,0,0,0,0,0,0,0,0,0,314,695.0,26d8d760-25af-45d3-bac3-3f0fe4ea31c6,14006437.8209229,16999.4858913223,302,140,0,0.6832579185520362
3294,37,119,5908,1,371190059081,Block Group 1,"Block Group 1, Census Tract 59.08, Mecklenburg County, North Carolina",390300.0,597.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,13,9,39,104,108,108,58,51,49,11,11,38,1484.0,4301dab5-c326-4c49-a84c-40803a593cd5,195772984.475891,71286.1191532356,36,273,288,0.06030150753768844
3295,37,119,5615,1,371190056151,Block Group 1,"Block Group 1, Census Tract 56.15, Mecklenburg County, North Carolina",243900.0,557.0,0,0,6,5,0,0,0,0,0,0,11,0,3,5,3,42,26,202,183,47,0,17,0,7,0,0,101,1185.0,eaa9081c-f27f-4386-87f4-969658d45c8f,32289417.9014893,27819.2964196312,33,500,24,0.059245960502693
3296,37,119,5847,1,371190058471,Block Group 1,"Block Group 1, Census Tract 58.47, Mecklenburg County, North Carolina",514600.0,545.0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,19,97,133,266,9,13,0,0,34,1813.0,1ad59266-d07f-4aa7-8065-d2e2f63453f5,31829754.1807251,24818.7373804089,8,116,421,0.014678899082568808
3297,37,119,5200,3,371190052003,Block Group 3,"Block Group 3, Census Tract 52, Mecklenburg County, North Carolina",150000.0,88.0,0,0,0,0,0,0,0,4,11,0,9,0,0,16,4,9,10,4,21,0,0,0,0,0,0,0,174,846.0,e1a01134-35a9-4108-a8c7-67da12748614,24905377.7427979,23274.658080659,44,44,0,0.5
3298,37,119,5717,1,371190057171,Block Group 1,"Block Group 1, Census Tract 57.17, Mecklenburg County, North Carolina",132100.0,284.0,0,0,0,0,0,0,0,0,0,0,0,0,25,85,112,42,0,20,0,0,0,0,0,0,0,0,784,1130.0,47848521-82c1-4385-91e4-36cd696766f4,7094764.87823486,13300.2347802795,222,62,0,0.7816901408450704
3299,37,119,1917,1,371190019171,Block Group 1,"Block Group 1, Census Tract 19.17, Mecklenburg County, North Carolina",114100.0,346.0,26,16,8,0,0,0,0,0,10,0,6,34,28,80,72,0,61,0,0,0,0,0,5,0,0,0,272,927.0,16ab8217-54cc-4967-a058-7ce335f7d4f5,22658966.1300049,20585.1645127972,280,61,5,0.8092485549132948
3300,37,119,5621,2,371190056212,Block Group 2,"Block Group 2, Census Tract 56.21, Mecklenburg County, North Carolina",216300.0,148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,25,40,11,0,12,16,8,0,0,0,82,,2dc6ac02-7dbf-4359-a189-9c984959d3d7,36391421.3606567,26743.042138402,24,88,36,0.16216216216216217
